,cat_id,cat_name,cat_title,cat_description,cat_num_tokens,cat_market_cap,coin_id,coin_name,coin_sym,date_added,platform_name,token_address,is_active
0,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,1,Bitcoin,BTC,2013-04-28T00:00:00.000Z,None,None,1
1,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,1027,Ethereum,ETH,2015-08-07T00:00:00.000Z,None,None,1
2,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,4172,Terra,LUNA,2019-07-26T00:00:00.000Z,None,None,1
3,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,6535,NEAR Protocol,NEAR,2020-08-11T00:00:00.000Z,None,None,1
4,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,3890,Polygon,MATIC,2019-04-28T00:00:00.000Z,None,None,1
5,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,7083,Uniswap,UNI,2020-09-17T00:00:00.000Z,Ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,1
6,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,4558,Flow,FLOW,2021-01-27T00:00:00.000Z,None,None,1
7,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,6719,The Graph,GRT,2020-12-17T00:00:00.000Z,Ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,1
8,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,5567,Celo,CELO,2020-05-22T00:00:00.000Z,None,None,1
9,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,8646,Mina,MINA,2021-03-02T00:00:00.000Z,None,None,1
10,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,5632,Arweave,AR,2020-05-27T00:00:00.000Z,None,None,1
11,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,5692,Compound,COMP,2020-06-16T00:00:00.000Z,Ethereum,0xc00e94cb662c3520282e6f5717214004a7f26888,1
12,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,2586,Synthetix,SNX,2018-03-14T00:00:00.000Z,Ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,1
13,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,8075,Rally,RLY,2020-12-22T00:00:00.000Z,Ethereum,0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,1
14,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,5617,UMA,UMA,2020-05-25T00:00:00.000Z,Ethereum,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,1
15,604f2772ebccdd50cd175fd9,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,Coinbase Ventures Portfolio,43,1226783715356.7505,5566,Keep Network,KEEP,2020-05-13T00:00:00.000Z,Ethereum,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,1
